Height (cm),Weight (kg),Calorie Intake,Exercise Weekly,Job,Body Type,Food Plan,Diet Explanation,Workout,Workout Info
145.9,57.01,1565,1,Accountant,Underweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Gym Workouts,"Gym workouts typically include a combination of cardio and strength exercises using various gym equipment. Examples include treadmill running, stationary bike cycling, weightlifting, and using machines such as the leg press, chest press, and lat pulldown. Equipment: Treadmill, stationary bike, rowing machine, elliptical machine, leg press machine, chest press machine, lat pulldown machine, free weights, resistance machines."
192.86,71.22,2003,2,Graphic Designer,Underweight,Balanced Diet,"A balanced diet includes a variety of foods from all food groups, such as grains, proteins, fruits, vegetables, and dairy. For example, a typical Indian balanced diet may include roti (whole wheat bread), dal (lentils), sabzi (vegetable curry), rice, yogurt, and salad.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
191.02,83.17,1555,3,Teacher,Underweight,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Gym Workouts,"Gym workouts typically include a combination of cardio and strength exercises using various gym equipment. Examples include treadmill running, stationary bike cycling, weightlifting, and using machines such as the leg press, chest press, and lat pulldown. Equipment: Treadmill, stationary bike, rowing machine, elliptical machine, leg press machine, chest press machine, lat pulldown machine, free weights, resistance machines."
178.56,41.84,2264,2,Artist,Overweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
184.51,99.88,1601,2,Artist,Normal,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
199.11,47.92,2186,2,Doctor,Overweight,Balanced Diet,"A balanced diet includes a variety of foods from all food groups, such as grains, proteins, fruits, vegetables, and dairy. For example, a typical Indian balanced diet may include roti (whole wheat bread), dal (lentils), sabzi (vegetable curry), rice, yogurt, and salad.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
172.43,45.95,1864,1,Software Engineer,Overweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
180.98,67.73,2104,1,Plumber,Overweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
162.39,111.61,2847,3,Accountant,Overweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
142.49,60.48,2755,7,Plumber,Normal,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Yoga,"Yoga combines physical postures, breathing exercises, and meditation to improve flexibility, strength, and mental well-being. Equipment: Yoga mat, yoga blocks, yoga strap."
195.83,61.46,2806,7,Retail Salesperson,Underweight,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Strength Training,"Strength training involves resistance exercises to build muscle strength and endurance. Examples include weightlifting, bodyweight exercises, and resistance band workouts. Equipment: Dumbbells, barbells, kettlebells, resistance bands."
